id;name;LENGTH(name);infinitive;is_deleted
227606;Перевод на иностранные языки, проверка документов, работа с морскими линиями;141;перевод на иностранный языки, проверка документов, работа с морской линия;1
242412;Перевод на корейский язык;47;перевод на корейский язык;1
415509;Перевод с иностранных языков;53;перевод с иностранный язык;0
242411;Перевод с корейского языка;49;перевод с корейский язык;1
242677;Перевод с французского языка;53;перевод с французский язык;1
242799;Перевод с/на иностранные языки;56;перевод с/ич иностранный язык;1
242801;Перевод со второго иностранного языка;70;перевод с второй иностранный язык;1
88247;Переводы и переписка на англ.языке;63;перевод и переписка на англ.язык;1
163909;Переговоры на английском языке;57;переговоры на английский язык;1
137946;Переговоры на иностранном языке;59;переговоры на иностранный язык;0
414911;Переговоры на иностранных языках;61;переговоры на иностранный язык;1
242381;Переговоры на китайском языке;55;переговоры на китайский язык;1
242631;Переговоры на французском языке;59;переговоры на французский язык;1
100346;Переписка на английском языке;55;переписка на английский язык;1
159875;Переписка на государственном языке;65;переписка на государственный язык;1
113730;Переписки на иностранном языке;57;переписка на иностранный язык;0
128021;Переписки на китайском языке;53;переписка на китайский язык;1
9766;Персидский язык;29;персидский язык;0
416544;Письменная и устная речь иностранных языков;81;письменный и устный речь иностранный язык;0
242611;Письменное владение английским языком;71;письменный владение английский язык;1
252805;Письменное и устное владение иностранными языками;93;письменный и устный владение иностранный язык;0
252964;Письменный перевод английского языка;69;письменный перевод английский язык;1
157120;Письменным русским языком;48;письменный русский язык;1
114086;Подвешенный язык;31;подвесить язык;1
164833;Подвешенный язык   хороший словарный запас;78;подвесить язык   хороший словарный запас;1
415905;Подготовка докладов на английском языке;74;подготовка доклад на английский язык;1
416077;Подготовка документации на иностранных языках;86;подготовка документация на иностранный язык;0
6513;Подготовка презентаций на иностранном языке;82;подготовка презентация на иностранный язык;0
414887;Подготовка презентаций на иностранных языках;84;подготовка презентация на иностранный язык;1
408260;Поддержка в заучивании иностранных языков;78;поддержка в заучивание иностранный язык;1
73031;Пользоваться деловой устной и письменной речью на русском и английском языках;144;пользоваться деловой устный и письменный речь на русский и английский язык;1
9780;Польский язык;25;польский язык;0
405989;Понимание языковых структур;52;понимание языковой структура;0
90144;Понимать язык тела;34;понимать язык тело;1
67731;Понятие языка криминалистики и тенденции его развития;100;понятие язык криминалистика и тенденция он развитие;0
2046;Португальский язык;35;португальский язык;0
15262;Португальский язык   с 1;42;португальский язык   с 1;1
237364;Постоянное изучение новых языков программирования;94;постоянный изучение новый язык программирование;1
260136;Постоянное обучение иностранным языкам;73;постоянный обучение иностранный язык;1
237888;Построение моделей для языковых данных;72;построение модель для языковой данные;0
416446;Правила ведения делопроизводства на английском языке;99;правило ведение делопроизводство на английский язык;1
74591;Правила русского языка;42;правило русский язык;1
252837;Правка текстов на иностранных языках;68;правка текст на иностранный язык;1
252955;Правописание русского языка;52;правописание русский язык;1
406011;Правописные правила русского языка;65;правописный правило русский язык;1
147734;Практика иностранного языка в разговорном общении;93;практика иностранный язык в разговорный общение;1
410581;Практика современных иностранных языков;75;практика современный иностранный язык;1
99381;Практика устной и письменной речи  английский язык;93;практика устный и письменный речь  английский язык;1
242561;Прекрасное владение русским языком;65;прекрасный владение русский язык;1
409363;Преподавание английского языка;58;преподавание английский язык;1
90203;Преподавание английского языка дошкольникам и школьникам;107;преподавание английский язык дошкольник и школьник;1
227784;преподавание детям английского языка как второго иностранного;116;преподавание ребёнок английский язык как второй иностранный;1
227783;преподавание детям английского языка как первого иностранного;116;преподавание ребёнок английский язык как первый иностранный;1
407862;Преподавание иностранных языков;60;преподавание иностранный язык;0
408661;Преподавание на английском языке;61;преподавание на английский язык;1
104460;Преподавание немецкого языка;54;преподавание немецкий язык;1
227992;Преподавание различных языковых навыков (читание, письмо, говорение, аудирование);150;преподавание различный языковой навык (читание, письмо, говорение, аудирование);1
7611;Преподавание русского языка;52;преподавание русский язык;1
409325;Преподавание языкознания;47;преподавание языкознание;0
148315;Преподавателей русского языка;56;преподаватель русский язык;1
97432;Преподаватель английского языка;60;преподаватель английский язык;1
97038;Преподаватель итальянского языка;62;преподаватель итальянский язык;1
98140;Преподаватель турецкого языка;56;преподаватель турецкий язык;1
252629;Применение языка научной сферы;57;применение язык научный сфера;1
260718;Применение языковых доказательств;64;применение языковой доказательство;1
252963;Применение языковых норм и стилей;62;применение языковой норма и стиль;0
68953;Применять языки и системы программирования БД для оптимизации выполнения запросов;153;применять язык и система программирование бд для оптимизация выполнение запрос;1
260703;Принципы языковых игр;40;принцип языковой игра;1
414841;Проведение переговоров на английском языке;80;проведение переговоры на английский язык;1
416174;Проведение переговоров на иностранном языке;82;проведение переговоры на иностранный язык;1
264523;Проведение переговоров на иностранных языках;84;проведение переговоры на иностранный язык;1
242047;Проведение языкового аудита;52;проведение языковой аудит;0
409307;Проведение языковых тестирований;62;проведение языковой тестирование;0
334692;Программирование на базовых языках;65;программирование на базовый язык;1
299980;Программирование на высокоуровневых языках;81;программирование на высокоуровневый язык;1
303997;Программирование на машиноориентированных языках;93;программирование на машиноориентированный язык;1
333643;Программирование на основных языках;67;программирование на основный язык;1
410937;Программирование на популярных языках;71;программирование на популярный язык;1
237715;Программирование на различных языках;69;программирование на различный язык;1
406738;Программирование на разных языках;63;программирование на разный язык;1
310116;Программирование на структурных языках;73;программирование на структурный язык;1
305583;Программирование на языках C++, Java, Python;68;программирование на язык c++, java, python;1
258844;Программирование на языках C++, Python;62;программирование на язык c++, python;1
238103;Программирование на языках C++, Python, Java;68;программирование на язык c++, python, java;1
310908;Программирование на языках C++/Python;61;программирование на язык c++/python;1
312244;Программирование на языках CAD/CAM;58;программирование на язык cad/cam;1
304214;Программирование на языках G-code, M-code;65;программирование на язык g-code, m-code;1
251138;Программирование на языках HTML/CSS;59;программирование на язык html/css;1
238003;Программирование на языках Java, Python;63;программирование на язык java, python;1
333920;Программирование на языках Python, C++;62;программирование на язык python, c++;1
236825;Программирование на языках Python, Java;63;программирование на язык python, java;1
236304;Программирование на языках Python, Java, C#;67;программирование на язык python, java, c#;1
228409;Программирование на языках Python, SQL;62;программирование на язык python, sql;1
280808;Программирование на языках SQL и Python;64;программирование на язык sql и python;1
241940;Программирование на языках SQL, Python;62;программирование на язык sql, python;1
300324;Программирование на языках VHDL/Verilog;63;программирование на язык vhdl/verilog;1
234407;Программирование на языках с высоким уровнем абстракции;104;программирование на язык с высокий уровень абстракция;1
238156;Программирование на языках С/С++, Python;66;программирование на язык с/с++, python;1
300008;Программирование на языках С++/Python;62;программирование на язык с++/python;1
300464;Программирование на языках С++/С#;59;программирование на язык с++/с#;1
364267;Программирование на языках: Python, C++, Java;69;программирование на языках: python, c++, java;1
305542;"Программирование на языке ""Python""";57;"программирование на язык ""python""";1
300149;Программирование на языке C/C++;54;программирование на язык c/c++;1
301374;Программирование на языке C++;52;программирование на язык c++;1
309200;Программирование на языке MQL4;53;программирование на язык mql4;1
238069;Программирование на языке Python;55;программирование на язык python;1
405295;Программирование на языке SQL;52;программирование на язык sql;1
334416;Программирование на языке VHDL/Verilog;61;программирование на язык vhdl/verilog;1
303804;Программирование на языке XML;52;программирование на язык xml;1
238233;Программирование на языке С;51;программирование на язык с;1
401330;Программирование на языке С/С++;56;программирование на язык с/с++;1
310794;Программирование на языке с++;53;программирование на язык с++;1
72810;Программировать на языках высокого уровня;78;программировать на язык высокий уровень;1
248323;Программирующие языки (C++, JAVA);53;программировать язык (c++, java);1
404193;Продвинутое владение иностранными языками;79;продвинуть владение иностранный язык;1
237831;Продвинутые алгоритмы обработки языка;71;продвинуть алгоритм обработка язык;1
251907;Продвинутый английский язык;52;продвинуть английский язык;1
154835;Продвинутый русский язык;46;продвинуть русский язык;1
407835;Продвинутый уровень иностранного языка;73;продвинуть уровень иностранный язык;1
242124;Продвинутый уровень иностранных языков;73;продвинуть уровень иностранный язык;1
415579;Продвинутый уровень китайского языка;69;продвинуть уровень китайский язык;1
242511;Продвинутый уровень корейского языка;69;продвинуть уровень корейский язык;1
242723;Продвинутый уровень японского языка;67;продвинуть уровень японский язык;1
161018;Пророков английского языка;50;пророк английский язык;1
242813;Профессиональная грамотность на иностранных языках;96;профессиональный грамотность на иностранный язык;1
252082;Профессиональная переписка на иностранном языке;90;профессиональный переписка на иностранный язык;0
72212;Профессиональная терминология на английском языке;94;профессиональный терминология на английский язык;1
244657;Профессиональное владение английским языком;83;профессиональный владение английский язык;1
406295;Профессиональное знание иностранных языков;81;профессиональный знание иностранный язык;0
232919;Профессиональное программирование на языках: Java, Python и тд;105;профессиональный программирование на языках: java, python и тд;1
416232;Профессиональный английский и другие языки;80;профессиональный английский и другой язык;1
243632;Профессиональный английский язык;62;профессиональный английский язык;1
242332;Профессиональный китайский язык;60;профессиональный китайский язык;1
407399;Профессиональный математический язык;70;профессиональный математический язык;1
237804;Профессиональный уровень английского языка;81;профессиональный уровень английский язык;1
242560;Профессиональный уровень немецкого языка;77;профессиональный уровень немецкий язык;1
238382;Профессиональный уровень языков программирования (Java, Python);108;профессиональный уровень язык программирование (java, python);1
242735;Профессиональный японский язык;58;профессиональный японский язык;1
260767;Профилирование языковой личности;62;профилирование языковой личность;1
416738;Работа с документацией на иностранных языках;83;работа с документация на иностранный язык;1
237369;Работа с методами обработки естественного языка;89;работа с метод обработка естественный язык;1
341133;Работа с язык декоративных мотивов;64;работа с язык декоративный мотив;1
237988;Работа со скриптовыми языками (Bash, Perl);68;работа с скриптовый язык (bash, perl);1
4819;Разговорный английский язык;52;разговорный английский язык;1
171537;Разговорный английский язык (Advanced level);69;разговорный английский язык (advanced level);1
104017;Разговорный узбекский язык;50;разговорный узбекский язык;1
415538;Разговорный французский язык;54;разговорный французский язык;1
105456;Разговорным английским языком является важным преимуществом;113;разговорный английский язык являться важный преимущество;1
242182;Разработка и тестирование языка ИИ;64;разработка и тестирование язык ия;1
407873;Расширенное владение иностранными языками;79;расширить владение иностранный язык;1
68325;Регламенты кодирования на языках программирования;94;регламент кодирование на язык программирование;1
6509;Редактирование текстов на иностранном языке;82;редактирование текст на иностранный язык;1
143540;Родной испанский язык;40;родный испанский язык;1
5033;Румынский язык;27;румынский язык;0
103263;Русский и белорусский языки;51;русский и белорусский язык;1
263043;Русский юридический язык;46;русский юридический язык;1
822;Русский язык;23;русский язык;0
862;Русский язык   С2   в совершенстве;59;русский язык   с2   в совершенство;1
90680;Русский язык - с1 - продвинутый;54;русский язык - с1 - продвинуть;1
131007;Русский язык – орфография;48;русский язык – орфография;1
68781;Русский язык (деловой стиль);51;русский язык (деловой стиль);1
104483;Русский язык и литература в средней школе;76;русский язык и литература в средний школа;1
109876;Русский язык как иностранный;53;русский язык как иностранный;1
147124;Русский язык уровень с2;42;русский язык уровень с2;1
100850;Русского и казахского языка;51;русский и казахский язык;1
242814;Свободная коммуникация на родном языке;72;свободный коммуникация на родный язык;1
242830;Свободное владение иностранными языками;75;свободный владение иностранный язык;1
242491;Свободное владение корейским языком;67;свободный владение корейский язык;1
7871;Свободный английский язык;48;свободный английский язык;1
88826;Свободный китайский язык;46;свободный китайский язык;1
237331;Семантика естественного языка;56;семантика естественный язык;0
237616;Семантическое моделирование языка;64;семантический моделирование язык;0
120563;Сербский язык;25;сербский язык;0
235018;Системы обработки естественного языка;71;система обработка естественный язык;0
91568;Скандинавские языки;37;скандинавский язык;1
156507;Скриптовые языки;31;скриптовый язык;1
233788;Скриптовые языки (Bash/Shell);44;скриптовый язык (bash/shell);1
235175;Скриптовые языки (Perl, Shell);45;скриптовый язык (perl, shell);1
235216;Скриптовые языки (Shell, Bash);45;скриптовый язык (shell, bash);1
237274;Скриптовые языки Python/Perl;43;скриптовый язык python/perl;1
236837;Скриптовые языки: PHP, Python;44;скриптовый языки: php, python;1
235763;Скриптовые языки: Shell, Python;46;скриптовый языки: shell, python;1
235877;Скриптовый язык Python;36;скриптовый язык python;1
140052;Словацкий язык;27;словацкий язык;0
166800;Словенский язык;29;словенский язык;0
393046;Служебная документация на англ языке;68;служебный документация на англ язык;1
162777;Совершенное английского языка;56;совершенный английский язык;1
114119;Совершенный русский язык;46;совершенный русский язык;1
98730;Современной коммуникативной методики преподавания иностранных языков;131;современный коммуникативный методика преподавание иностранный язык;1
416558;Современные иностранные языки;56;современный иностранный язык;1
68202;Современные объектно ориентированные языки программирования;114;современный объектный ориентировать язык программирование;1
68203;Современные структурные языки программирования;89;современный структурный язык программирование;1
94130;Современных методик преподавания иностранных языков;98;современный методика преподавание иностранный язык;1
249721;Создание презентаций на английском языке;76;создание презентация на английский язык;1
415182;Создание презентаций на иностранных языках;80;создание презентация на иностранный язык;1
237625;Создание языковых моделей;48;создание языковой модель;0
237820;Сопоставительное языкознание;55;сопоставительный языкознание;0
126289;Составление писем на английском языке;70;составление письмо на английский язык;1
260699;Социология языка;31;социология язык;0
262116;Специализированный Английский язык;66;специализировать английский язык;1
236966;Способность к кодированию на нескольких языках;87;способность к кодирование на несколько язык;1
260668;Сравнительный анализ языковых образцов;73;сравнительный анализ языковой образец;0
73025;Стандартные и специальные языки программирования;92;стандартный и специальный язык программирование;1
260714;Статистический анализ языка;52;статистический анализ язык;1
260764;Статистический языковой анализ;58;статистический языковой анализ;1
406021;Стилистика и грамматика языка;55;стилистика и грамматика язык;0
406045;Стилистика русского языка;48;стилистика русский язык;1
110442;Стилистики русского языка;48;стилистика русский язык;1
416799;Сторонние языки (не родной);49;сторонний язык (не родной);1
276466;Структурированный запрос языка SQL;62;структурировать запрос язык sql;1
15240;Таджикский язык;29;таджикский язык;0
242544;Тайпинг на двух языках;41;тайпинг на два язык;0
20331;Тайский язык;23;тайский язык;0
102554;Татарский язык;27;татарский язык;0
134059;Татарского языка приветствуется;60;татарский язык приветствоваться;1
133736;Театральный кружок на английском языке;72;театральный кружок на английский язык;1
406732;Теория автоматов и формальных языков;68;теория автомат и формальный язык;0
290109;Терапия языковых нарушений;50;терапия языковой нарушение;0
242576;Терминология иностранных языков;60;терминология иностранный язык;0
290102;Терминология языкознания и психологии;71;терминология языкознание и психология;0
305581;Техническая документация на английском языке;84;технический документация на английский язык;1
242532;Техническая литература на корейском языке;78;технический литература на корейский язык;1
305923;Техническая терминология на английском языке;84;технический терминология на английский язык;1
15022;Технический английский язык;52;технический английский язык;0
79063;Технический английский язык в области микро  и наноэлектроники;116;технический английский язык в область микро  и наноэлектроника;1
73303;Технический английский язык на уровне чтения специализированной литературы;141;технический английский язык на уровень чтение специализировать литература;1
307585;Технический инженерный язык;52;технический инженерный язык;0
96645;Технический иностранный язык;54;технический иностранный язык;0
416743;Технический перевод (англ язык);57;технический перевод (англ язык);1
313903;Технический перевод (английский язык);69;технический перевод (английский язык);0
408157;Технологии и языки программирования;67;технология и язык программирование;1
409358;Технологии обучения иностранным языкам;73;технология обучение иностранный язык;0
264671;Технологии преодоления языкового барьера;77;технология преодоление языковой барьер;0
242466;Транскрибация корейского языка;58;транскрибация корейский язык;1
241645;Транскрибация на иностранных языках;67;транскрибация на иностранный язык;0
260766;Транскрибация разговорного языка;62;транскрибация разговорный язык;0
141821;Тувинский язык;27;тувинский язык;0
6216;Турецкий язык;25;турецкий язык;0
158753;Турецкий язык на уровне общения  не но приветствуется;98;турецкий язык на уровень общение  не но приветствоваться;1
96306;Туркменский язык;31;туркменский язык;0
93989;Тьютор английского языка;46;тьютор английский язык;1
155271;Уверенный пользователь русского языка;71;уверенный пользователь русский язык;1
3665;Узбекский язык;27;узбекский язык;0
124117;Узбекский язык- средне-продвинутый;64;узбекский язык- средне-продвинуть;1
15244;Украинский язык;29;украинский язык;0
241663;Умение переноса речи на письменный язык;73;умение перенос речь на письменный язык;1
72219;Универсальные и специализированные языки программирования;110;универсальный и специализировать язык программирование;1
281280;Уровень английского языка - B2;53;уровень английский язык - b2;1
244069;Уровень английского языка C1;51;уровень английский язык c1;1
94412;Уровень владения английским языком - в совершенстве;95;уровень владение английский язык - в совершенство;1
93351;Уровень владения английским языком c1;68;уровень владение английский язык c1;1
130793;Уровень владения языком advanced;53;уровень владение язык advanced;1
99236;Уровень знаний татарского языка : с2-в совершенстве;93;уровень знание татарский язык : с2-в совершенство;1
267315;Уровень знания английского языка;61;уровень знание английский язык;1
242157;Уровень носителя практикуемого языка;69;уровень носитель практиковать язык;1
134004;Уровень с1 немецкого языка;48;уровень с1 немецкий язык;1
93701;Устный и письменный русский и китайский языки;84;устный и письменный русский и китайский язык;1
173345;Устный китайский язык;40;устный китайский язык;1
104338;Филиппинский язык;33;филиппинский язык;0
406174;Философия языка;29;философия язык;0
15265;Финский язык;23;финский язык;0
410492;Флуентность в иностранных языках;61;флуентность в иностранный язык;0
409330;Флюентность английского языка;56;флюентность английский язык;1
242458;Флюентность в корейском языке;55;флюентность в корейский язык;1
395361;Фонетика японского языка;46;фонетика японский язык;1
160473;Фонетики русского языка;44;фонетика русский язык;1
93566;Формализованный язык программирования;72;формализованный язык программирование;1
2771;Французский язык;31;французский язык;0
131652;Хантыйский язык;29;хантыйский язык;0
144378;Хорватский язык;29;хорватский язык;0
106665;Хорошее английского языка;48;хороший английский язык;1
403523;Хорошее знание французского языка;63;хороший знание французский язык;1
105294;Хорошее нормами русского литературного языка;84;хороший норма русский литературный язык;1
92215;Хорошее предмета и русского языка;62;хороший предмет и русский язык;1
152035;Хорошее русского языка;42;хороший русский язык;1
94912;Хорошее языка c;27;хороший язык c;1
163425;Хороший уровень английского языка;63;хороший уровень английский язык;1
11709;Чешский язык;23;чешский язык;0
125557;Чистый русский язык;36;чистый русский язык;1
73767;Читать и понимать техническую документацию на английском языке;117;читать и понимать технический документация на английский язык;1
305587;Чтение и составление технической документации на английском языке;123;чтение и составление технический документация на английский язык;1
408539;Чтение на оригинальном языке философских произведений;101;чтение на оригинальный язык философский произведение;0
127043;Чтение профессиональной литературы на английском языке;103;чтение профессиональный литература на английский язык;1
416439;Чтение профессиональной литературы на иностранных языках;107;чтение профессиональный литература на иностранный язык;1
101487;Чтение технической документации на английском языке;97;чтение технический документация на английский язык;1
15266;Шведский язык;25;шведский язык;0
15267;Шведский язык   с1   продвинутый;56;шведский язык   с1   продвинуть;1
242589;Экспертиза во многих языках;51;экспертиза в многий язык;1
15272;Эстонский язык;27;эстонский язык;0
96637;Язык c;10;язык c;1
404189;Язык HTML и CSS;20;язык html и css;1
251603;Язык HTML, CSS;18;язык html, css;1
287767;Язык ICD-10;15;язык icd-10;1
112137;Язык kotlin;15;язык kotlin;1
103523;Язык russian;16;язык russian;1
139279;Язык swift;14;язык swift;1
282911;Язык гинекологической жестовой передачи;75;язык гинекологический жестовый передача;0
258167;Язык жестов;21;язык жест;1
261994;Язык жестов и мимики;37;язык жест и мимика;0
3233;Язык запросов;25;язык запрос;1
22406;Язык запросов 1С;29;язык запрос 1с;1
96796;Язык запросов dax;29;язык запрос dax;1
236833;Язык запросов SQL;29;язык запрос sql;1
415122;Язык и культура иностранных стран;62;язык и культура иностранный страна;0
294548;Язык медицинского кодирования ICD-10;63;язык медицинский кодирование icd-10;0
291598;Язык медицинской документации;56;язык медицинский документация;0
415366;Язык международного энергетического диалога;83;язык международный энергетический диалог;0
329955;Язык Международной авиации (английский);73;язык международный авиация (английский);0
262499;Язык международной таможенной документации;81;язык международный таможенный документация;0
261331;Язык международной экологической документации;87;язык международный экологический документация;0
246396;Язык международных контрактов;56;язык международный контракт;0
410513;Язык международных требований;56;язык международный требование;0
233627;Язык моделирования MATLAB;42;язык моделирование matlab;1
252611;Язык научной коммуникации;48;язык научный коммуникация;0
414989;Язык партнеров;27;язык партнёр;0
252891;Язык печатного издания;42;язык печатный издание;0
13444;Язык программирования 1с;45;язык программирование 1с;1
237792;Язык программирования C++;45;язык программирование c++;1
248946;Язык программирования Java;46;язык программирование java;1
237184;Язык программирования PHP;45;язык программирование php;1
235254;Язык программирования Python;48;язык программирование python;1
229256;Язык программирования Python для анализа данных;83;язык программирование python для анализ данные;1
228834;Язык программирования Python для аналитики данных;87;язык программирование python для аналитик данные;1
235626;Язык программирования R;43;язык программирование r;1
235258;Язык программирования Scala;47;язык программирование scala;1
233378;Язык программирования Solidity;50;язык программирование solidity;1
300241;Язык программирования VHDL/Verilog;54;язык программирование vhdl/verilog;1
307003;Язык программирования для ЧПУ;55;язык программирование для чпу;0
2964;Язык Си;13;язык си;1
396659;Язык схем автоматики;38;язык схема автоматика;1
297992;Язык фермы (терминология хозяйств);63;язык ферма (терминология хозяйств);0
415845;Язык(и) страны(й) исхода беженцов;59;язык(и) страны(й) исход беженцов;1
128177;Языка;10;язык;1
139603;Языка sql;14;язык sql;1
141628;Языка в совершенстве;38;язык в совершенство;1
131597;Языка запросов sql;31;язык запрос sql;1
121807;Языка на хорошем уровне;43;язык на хороший уровень;1
94415;Языка программирования wiring;50;язык программирование wiring;1
110058;Языка уровень в2-с1;33;язык уровень в2-с1;1
100679;Языками программирования step7.работа с электрическими и электронными;126;язык программирование step7.работа с электрический и электронный;1
415820;Языки (английский + языки беженцев);63;язык (английский + язык беженцев);1
403089;Языки (английский, испанский);53;язык (английский, испанский);1
414772;Языки (английский, китайский и др);61;язык (английский, китайский и др);1
403189;Языки (английский, китайский);53;язык (английский, китайский);1
415237;Языки (английский, немецкий);51;язык (английский, немецкий);1
415702;Языки (английский, французский);57;язык (английский, французский);1
403359;Языки (французский, английский);57;язык (французский, английский);1
237293;Языки веб-разработки;38;язык веб-разработка;1
68733;Языки визуального моделирования;60;язык визуальный моделирование;1
264607;Языки для бизнес-общения;45;язык для бизнес-общение;1
318016;Языки запросов (SQL, XQuery);41;язык запрос (sql, xquery);1
236553;Языки запросов NoSQL;33;язык запрос nosql;1
416677;Языки зарубежных стран;42;язык зарубежный страна;1
68954;Языки и системы программирования БД;66;язык и система программирование бд;1
415313;Языки иностранных государств;54;язык иностранный государство;1
233388;Языки кодирования Python, JavaScript;52;язык кодирование python, javascript;1
262543;Языки международного общения;54;язык международный общение;1
410194;Языки на высоком уровне (английский, французский и др);98;язык на высокий уровень (английский, французский и др);1
299211;Языки обучения (английский, немецкий);68;язык обучение (английский, немецкий);1
404219;Языки общения с туристами;47;язык общение с турист;1
416354;Языки ООН (английский, французский);64;язык оон (английский, французский);1
5719;Языки программирования;43;язык программирование;1
238170;Языки программирования (C++, Java);55;язык программирование (c++, java);1
252864;Языки программирования (HTML, CSS);55;язык программирование (html, css);1
231848;Языки программирования (Java, Python);58;язык программирование (java, python);1
236390;Языки программирования (Python, Java);58;язык программирование (python, java);1
235028;Языки программирования (Python, R);55;язык программирование (python, r);1
237981;Языки программирования C/C++;49;язык программирование c/c++;1
234591;Языки программирования Python, C++;55;язык программирование python, c++;1
232939;Языки программирования Python, Java;56;язык программирование python, java;1
235807;Языки программирования Python, JavaScript;62;язык программирование python, javascript;1
73820;Языки программирования высокого уровня;73;язык программирование высокий уровень;1
399590;Языки программирования для анализа данных;78;язык программирование для анализ данные;1
416197;Языки программирования для веб-платформ;74;язык программирование для веб-платформа;1
97267;Языки программирования для плк стандарта мэк 6-1131-3;92;язык программирование для плк стандарт мэк 6-1131-3;1
251947;Языки программирования для создания веб-контента;91;язык программирование для создание веб-контент;1
398848;Языки программирования для энергетики;71;язык программирование для энергетика;1
68198;Языки программирования и работы с базами данных;88;язык программирование и работа с база данные;1
73102;Языки программирования и языки поведенческого описания;103;язык программирование и язык поведенческий описание;1
89040;Языки программирования: c+;47;язык программирования: c+;1
235952;Языки программирования: Java, C++, Python;62;язык программирования: java, c++, python;1
232983;Языки программирования: Java, Python;57;язык программирования: java, python;1
134434;Языки скретч;23;язык скретч;1
68204;Языки современных бизнес приложений;67;язык современный бизнес приложение;1
404091;Языки стран назначения;42;язык страна назначение;1
410526;Языки страны назначения;44;язык страна назначение;1
416645;Языки страны пребывания;44;язык страна пребывание;1
406763;Языки форматирования информации;60;язык форматирование информация;1
415139;Языки: английский, французский, испанский;76;языки: английский, французский, испанский;1
414994;Языки: английский, французский, немецкий;74;языки: английский, французский, немецкий;1
103030;Языков dax и;19;язык dax и;1
87430;Языков приветствуется;41;язык приветствоваться;1
102805;Языков программирования  желательно;67;язык программирование  желательно;1
93253;Языков: казахский;32;языков: казахский;1
140623;Языков: русский;28;языков: русский;1
242685;Языковая адаптация сайтов;48;языковой адаптация сайт;1
290090;Языковое программирование;49;языковой программирование;1
103199;Языковой центр lsi;31;языковой центр lsi;1
129703;Языковые компетенции;39;языковой компетенция;1
252568;Языковые навыки (английский, французский, испанский);96;языковой навык (английский, французский, испанский);1
415466;Языковые навыки (английский, французский, немецкий);94;языковой навык (английский, французский, немецкий);1
242649;Языковые особенности бизнес-коммуникации;77;языковой особенность бизнес-коммуникация;0
274167;Языкознание для чтения медицинской литературы;86;языкознание для чтение медицинский литература;0
6518;Японский язык;25;японский язык;0